id;category/id;category/name/fr;scope/id;scope/name/fr;participatory_space/id;participatory_space/url;component/id;title;body;state;reference;answer/fr;supports;endorsements/total_count;endorsements/user_endorsements;comments;attachments;followers;published_at;url;meeting_urls;related_proposals;is_amend;original_proposal/title;original_proposal/url
2423;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Télétravail  contre la polution.;"Le télétravail devrait devenir une  préférence de travail pour le salarié, moins de transport, moins de stress, et surtout moins de polution.

Le télétravail devrait remplacer le système de circulation alternée lorsque la polution devient importante dans une ville.

Le télétravail doit continuer après cette période de confinement très rapidement c'est faisable.";"";ja-PROP-2020-04-2423;"";0;3;Trevor, Cathoune V., Maurice DRAPIER;1;0;74;2020-04-05 19:57:22 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2423;"";"";false;;
2589;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Inciter par tous moyens l'utilisation de formes sociales de sociétés associant capital et travail à parité;"Pour des entreprises plus responsables, créer ou adapter une forme sociale associant à parité le capital et les salariés dans la gouvernance de l'entreprise. Faire de ces formes sociales la norme, et des formes traditionnelles (SA, SARL, etc) l'exception.

Favoriser l'utilisation de ces formes sociales :
* par une imposition favorable
* par une condition préalable pour l'accès aux subventions
* par une condition préalable pour l'accès aux marchés publics";"";ja-PROP-2020-04-2589;"";0;1;Clarisse;0;0;73;2020-04-05 22:38:20 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2589;"";"";false;;
2390;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Economie locale, sociale et solidaire;"Développer les investissements des institutions envers des projets de locaux, impliquant les citoyens et contribuant à la redynamisation des territoires. 
Promouvoir cette vision sur plusieurs secteurs : 
- alimentation (production et consommation locale), 
- construction (chantier participatif, échange de matériaux), 
- connaissance (partage des savoir-faire), 
- énergie (encourager les projets d'autonomies énergétiques) 

Encourager cela avec une monnaie locale? Ou en heures de services fournis? Espérer que cela se fasse naturellement?..
Ce qui est déjà en place: 
https://www.economie.gouv.fr/cedef/economie-sociale-et-solidaire";"";ja-PROP-2020-04-2390;"";0;4;Marion, Élodie , Mila, ARNAUD;1;0;73;2020-04-05 19:29:12 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2390;"";"";false;;
1339;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Aider les indépendants ;Permettre plus d’initiatives personnelles, inventer son métier, en donnant au statut d’indépendant plus de sécurité, chômage ( sous certaines conditions), sécurité sociale, retraite. Valorisation de ce statut créateur de richesse.;"";ja-PROP-2020-04-1339;"";0;9;PhL, Clothilde D., Jean-Luc Martin, tanguy, zhusson, Marina, Ragot, PENNEC, BurningTree;1;0;74;2020-04-05 10:42:18 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1339;"";"";false;;
1816;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Dé-précarisation de l'emploi et revenu d'existence;"L'emploi précaire et les contrats jetables ont fabriqué depuis la fin des années 80 des générations de personnes marginalisées. 
Finissons-en avec le sous-emploi et les demi-salaires. Généralisation du CDI et aucun salaire inférieur à 2000 €, cumulable avec un revenu d'existence à mettre en place, de la majorité à la fin de vie, qui permettra de mettre fin aux exclusions sociales et aux situations de pauvreté et de grande pauvreté, qui n'ont fait que s'étendre depuis trente ans.";"";ja-PROP-2020-04-1816;"";0;1;Babiloo33;0;0;74;2020-04-05 14:04:59 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1816;"";"";false;;
156;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Il faudra Travailler plus pour reconstruire;"Le travail c'est faire profiter les autres de son temps de vie et de ses compétences. c'est un devoir dans une vie en collectivité. Cela implique Le partage équitable de la richesse produite.
Les énergies fossiles ont permis la réduction du travail par l'intensification et l'industrialisation et l'augmentation de la productivité.  La diminution de l'énergie disponible et de l'intensification diminuera la productivité......Il faudra donc fatalement travailler plus ou/et se contenter de moins .

La société de demain sera sans doute un mélange des deux
Une économie circulaire qui suppose beaucoup de travail et moins de produits de consommation jetables";"";ja-PROP-2020-04-156;"";0;2;Chabbat , Francois Dalliet;13;0;74;2020-04-04 09:35:46 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/156;"";"";false;;
1047;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Travail vie quotidienne;"Semaine de 32heures. Revenu universel à 1000€ net / mois. Commencer à 7h00 du matin. Terminer à 15h00. Profiter de sa famille. Moins de vacances scolaires
 Plus de qualité de vie
. Dynamiser les territoires ruraux pour favoriser l implantation des ""urbains"" comme moi qui veulent s y installer";"";ja-PROP-2020-04-1047;"";0;7;Kandel, jay, Balluteau, Annick BRICQUE-GRANJON, VIRET FREDERIC, Estelle, Johanna;3;0;74;2020-04-04 23:27:37 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1047;"";"";false;;
2638;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Santé mentale et prévention des troubles psychosociaux (dont les états de stress prolongés);"Arrêtons d'attendre les problèmes psychologiques et sociaux dans les organisations du travail et agissons en restructurant les priorités :
- la santé de la ressource humaine indispensable à la performance de l'entreprise.
Pour cela :
- systématiser les suivis psychologiques réguliers des salariés, managers et dirigeants par des professionnels externes à l'entreprise pour leur permettre de prendre du recul, d'organiser ses émotions, dequilibrer vie pro et perso, et ce dans des espaces neutres.
- redonner la capacité aux DRH et RRH de prendre soin des travailleurs (et non de les limiter à des tâches administratives et de gestion technique de projet) 
- systématiser les temps d'activités physiques (sport et pratiques de relaxation) pour aider la décharge mentale vu que nos rythmes et nos métiers sont de plus en plus intenses niveau cognitif et stress de performance. Les temps d'activité physique et de pause sont essentiels, et respectés quand on est à l'école, au lycée et au Supérieur... le cerveau et l'organisme d'un adulte à exactement les mêmes besoins. 
- systématiser la formation continue des managers à l'intérieur des entreprises avec des formations pratiques et évolutives. 

Merci pour cette initiative.
Ophélie";"";ja-PROP-2020-04-2638;"";0;3;Ophélie Ratsimbazafy , ARNAUD, Savvy Catachrone;1;0;73;2020-04-05 23:57:13 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2638;"";"";false;;
1594;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Revenu universel et choix de sa vie;"Il est tout de même hallucinant de revoir apparaitre certaines notions comme le revenu universel proné par BENOIT HAMON tant décrié....
Faut-il que la mort soit à nos portes pour enfin reconnaitre des évidences et se rendre compte que le metro boulot dodo ne rime plus à rien ?
Dès qu'il va y avoir un petit espoir de recul du virus tout le monde va reprendre sa petite vie de consommation sa voiture et son avion ?
Bien que tout ceci ait déjà été dit et redit lors du grand débat il faudrait absolument revoir nos ""valeurs"" et nos fonctionnements.
Des articles sortent d'ores et déjà partout sur des distributions directes d'argent par les banques pour une reprise....
On attend quoi ?
Faut-il rappeler que ce ne sont pas que les politiques qui doivent oeuvrer mais chacun d'entre nous qui doit arrêter de freiner des 4 fers dès qu'on vient bouleverser le petit quotidien.....
Alors oui télétravail à outrance et revenu universel pour tous dès 18 ans.
Et relisez PIKETTI.";"";ja-PROP-2020-04-1594;"";0;9;Yann, Lecot, Jean-Luc Martin, Chevrier Bruno, parsy, JP, Marion, PENNEC, Sarah;2;0;74;2020-04-05 12:11:05 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1594;"";"";false;;
2527;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;La solidarité vis à vis des chômeurs devrait être réciproque;"Notre pays offre à ses citoyens des conditions de vie et une sécurité sans comparaison.
Une personne qui a perdu son emploi et qui reçoit des indemnités de chômage, ne pourrait-elle donner en contrepartie, de son temps à la solidarité, aux associations, aux travaux d'intérêt général, à l'aide aux personnes seules, âgées ou handicapées ?
Pourquoi ne pas instaurer un quota d'heures à effectuer obligatoirement par exemple en milieu associatif, pour aider la collectivité en retour ?";"";ja-PROP-2020-04-2527;"";0;2;Clarisse, Martinez;0;0;73;2020-04-05 21:48:42 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2527;"";"";false;;
2486;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Mobilité dans la fonction publique;"Travailleur social et titulaire d un diplôme supérieur en travail social  j aimerai mettre mes compétences au service de la Police. Mais l administration étant tellement stupide les critères d âge font que c est impossible lol. À l heure oú la police a besoin de s humaniser d être plus sociale je ne peux pas y rentrer.
Recréer le corps de lieutenant et intégrer des personnes motivées comme moi. 
Bref au delà créer des conditions de mobilité digne de ce nom
Cyrille Gouraud";"";ja-PROP-2020-04-2486;"";0;3;Clarisse, Antoine Mignot, Gwed7;0;0;73;2020-04-05 21:00:44 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2486;"";"";false;;
2510;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Une évidence bien-sûr ;"Le travail en France est pénalisé par plusieurs facteurs:

Les avancées sociales sont progressivement bafouées par les gouvernements qui se succèdent, loi travail, retraites...
Un manque d’homogénéité parmi les travailleurs, l'égalité étant le maître mot de nos politiques, qu'attendent-ils pour mettre tout le monde sur un même niveau de droits( jours de carence, régimes spéciaux, prise en charge en cas d'arrêt de travail, droits aux congés en cas de changement d'emploi etc...)  
Des salaires de plus en plus bas et une précarisation du travail pendant que les actionnaires empochent des dividendes de plus en plus confortables.
Des charges patronales qui ne permettent pas d'assurer des salaires corrects qui permettraient d'avoir un marché intérieur reboosté.
Taxer les entreprises françaises qui délocalisent pour augmenter leurs marges en diminuant les coûts de production pendant que les prix de vente sont aussi élevés que si la fabrication était française.
Et j'en oublie sûrement , faire de telle sorte qu'un chômeur ne vive pas mieux que quelqu'un qui touche le smic en tout cas au début.
Que les procédures de  recrutement soient  simplifiées en se calquant sur le système anglo-saxon où l'on fait ses preuves pendant une période d'essai plutôt que d'essayer de se vendre devant un DRH qui ne saura deviner si vous êtes bon ou pas.
Favoriser le travailler plus pour gagner plus.";"";ja-PROP-2020-04-2510;"";0;1;Clarisse;0;0;73;2020-04-05 21:30:17 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2510;"";"";false;;
2303;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Réinventons la «valeur temps».;"Dans un cadre législatif au caractère obligatoire ? Ou dans un cadre incitatif ?
Les aides et allocations diverses données à des ménages sans activité seraient conditionnées. Le récipiendaire serait tenu d'offrir du temps à la collectivité sous forme de travaux d'intérêt général (principalement sur des tâches « partage des connaissances», «aide dans des structures associatives»…) ; selon des modalités souples et adaptatives, et dans des secteurs d'activités non « budgétisables » en terme de salariat.
Le droit de recevoir des aides serait donc équilibré par le devoir d'apporter du temps à la collectivité. Exemple d'application vertueuse liée à ce principe : un allocataire maîtrisant notre langue dispenserait des cours de français aux populations étrangères désireuses de s'intégrer. Ce concept constituerait le moyen d'ajouter à la valeur « temps monétisée » soumise aux conditions de l'économie du marché, la valeur « temps-partage du savoir » qui accroîtrait les opportunités de lien social en même temps qu'elle concrétiserait la notion de devoir.";"";ja-PROP-2020-04-2303;"";0;1;Anne P;0;0;73;2020-04-05 18:24:53 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2303;"";"";false;;
1162;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Diminuer la pollution en favorisant le télétravail ;"Nous faisons face à une pollution atmosphérique et sonore insupportable depuis des années. 
La mise en avant du télétravail pourrait faire diminuer le trafic urbain et améliorer les conditions de vie de beaucoup de personne. 
Il faut encourager les entreprises à y prendre part. 
Il faudrait aussi faire en sorte que les personnes arrêtent d’utiliser leur voiture quand c’est possible de s’en passer. 
Il faudrait enfin que les 2 roues à moteur  soient moins bruyant et beaucoup moins polluant car c’est vraiment insupportable d’en entendre maintenant qu’on s’est habitué à une atmosphere plus paisible avec ce confinement";"";ja-PROP-2020-04-1162;"";0;24;spinosaurus, Antore, Kandel, laurette, Marion, Coco, Burgey , AWag, Louceane, CBG, Geraldine GM, Carole GIROD, Micha, remseeks, Matt, Gregory benoit, zhusson, Bédoucha , Carole Hubert, Isabelle Radtke, Carine, Adeline, mancassola, Gautier de Luze;3;0;76;2020-04-05 01:08:18 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1162;"";"";false;;
2412;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Travail vs robotisation;"La mécanisation évince bien des travailleurs de leurs postes. C’est une erreur historique. 
Sébastien Bohler, docteur en neurosciences, explique dans son livre « le bug humain » pourquoi ce phénomène de disparition du travail ennuie des personnes en âge de travailler et les amènent à lutter contre des machines et des intelligences artificielles destructrices de travail humain. Une partie du cerveau nommé striatum permet d’expliquer ce phénomène. Ce striatum correspond à une partie du cerveau qui déclenche notamment les circuits de la récompense où la dopamine joue un rôle majeur. Ainsi, ce striatum nous pousse à nous nourrir, nous reproduire, acquérir du pouvoir (un statut social), à le faire avec le moins d’efforts possibles (loi du moindre effort et non loi du moins de raifort) et à avoir le maximum d’informations possibles sur notre environnement. On appelle cela des renforceurs primaires dans le jargon, ils sont là dans un but : permettre de survivre. En évinçant des travailleurs, deux renforceurs primaires s’entrechoquent. La loi du moindre effort (ne plus travailler) et la volonté d’acquérir un statut social par le travail se font face, l’auteur parle de « crise interne » du striatum.";"";ja-PROP-2020-04-2412;"";0;1;Clarisse;0;0;73;2020-04-05 19:47:09 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2412;"";"";false;;
2646;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Développer le télé travail ;Certains jobs ne nécessitent pas une présence sur site 8h par jours. Il faut développer le télé travail, ceci générant moins de déplacements,  moins de pollution, un bien-être et une motivation autre au travail .Moins de fatigue car délais de transports = zéro , organisation perso pour les femmes isolées avec enfants, moins de frais de carburant,  de parking. Moins de stress, donc meilleure implication au travail.;"";ja-PROP-2020-04-2646;"";0;2;David67, Antoine Mignot;0;0;73;2020-04-06 00:13:36 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2646;"";"";false;;
2453;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;N'est il pas temps de penser sérieusement au revenu universel ?;"Le revenu universel est la Seule vraie idée révolutionnaire du XXI e siècle capable à elle seule de libérer les humains  de la souffrance au travail et de libérer le plein potentiel d'innovation et de progrès en assurant à chacun d'abord ses besoins primaires (toit, nourriture, santé, éducation)
Il est de temps de changer de paradigme et notre rapport au travail et à la souffrance issues de philosophies religieuses moyenâgeuses - la souffrance et le travail ne doivent plus être une condition de respectabilité et d'appartenance sociale. Libre à chacun de choisir son degré d'ambition, de richesse et de vie. Libre à chacun de jouir ou non de ses heures de vie comme il l'entend. Il est temps de faire la place au choix d'une vie sur mesure. 

L'automatisation des taches, l'intelligence artificielle, la robotisation, le chômage de masse ne va jamais se réduire et tous les humains ne pourront pas prétendre à devenir des dirigeants de Start up
 
1) Réduire la reproduction des élites en donnant une vraie chance à chacun de partir sécurisé. Combien d'idées révolutionnaires économiques, jetées à la corbeille par manque de sécurité. Combien de rencontres, de carrières non faites par simplement peur de se planter et de se retrouver à la rue par peur de l'échec ? Le revenu universel est un des outils de stabilité, de sécurisation matérielle qui permettrait de libérer l'innovation sans prendre le risque de se retrouver par terre en cas d'échec. Les entrepreneurs en France ne sont absolument pas en sécurité - combien de gens choisissent la voie du salariat simplement par peur. La crise aujourd'hui nous rappelle combien le choix de l'indépendance économique est fragile. Les crises sanitaires, météorologiques , terroristes, sociales , écologiques vont toutes aller en s'amplifiant , qui voudra encore se lancer avec autant d'épées de Damocles au dessus de sa tête - il est temps de sécuriser et d'apaiser la société. 
2) Terminé le harcèlement au travail, terminé les travaux pénibles sous payés, la peur ne serait plus une logique managériale.Le travail serait à nouveau une source d'émancipation pour ceux qui le souhaitent
3) Le revenu universel permettrait également aux personnes les plus fragiles de ne plus dépendre matériellement d'une autre et pourrait ainsi réduire drastiquement les violences conjugales
Evidemment ce revenu universel devrait obligatoirement être indexé sur le niveau de vie moyen du pays pour assurer les besoins primaires de chacun.";"";ja-PROP-2020-04-2453;"";0;9;Gabrielle, Ariel, Marion, BurningTree, Johanna, Sarah, Savvy Catachrone, Caroline B, Julia Rouillon;6;0;76;2020-04-05 20:24:42 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2453;"";"";false;;
2782;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Redéfinir la hiérarchie du travail et la notion de salaire :;"Depuis l’origine de l’humanité les hommes d’abord chasseurs et cueilleurs ont dû travailler pour subvenir à leurs besoins vitaux. Oui nous devons tous nous bouger le cul et les glandeurs sont des parasites au même titre que les riches. Le travail doit donc être partagé, adapté aux aptitudes de chacun et gratifié par plus ou moins de plaisir ou d’argent. Il est quand même affligent qu’un ex-ministre de la transition écologique et solidaire puisse affirmer devant des millions de téléspectateurs que «  Si on considère qu’exercer des responsabilités politiques est quelque chose qui doit être rémunéré au salaire minimum, ça veut dire qu’on considère qu’il n’y a plus d’échelle de valeurs dans les responsabilités ». Ce pauvre ingénu n’a pas compris que les  écosystèmes fonctionnent parfaitement sans échelle de valeurs et que cette notion de petit bourgeois n’est qu’un concept introduit pour faciliter l’exploitation de l’homme par les sous hommes en quête de richesse. Dans le corps humain, l’orifice de déjection de nos excréments à la même valeur que le cerveau car lorsqu’il ne fonctionne plus le cerveau n’en a plus pour longtemps... Est-il légitime qu’un animateur de jeux télévisé perçoive 20 fois plus qu’une infirmière qui va lui permettre de prolonger sa vie ou qu’un enseignant du cours préparatoire qui va alphabétiser des centaines d’enfants et leur permettre l’accès au savoir ?
	Le plaisir et l’estime de soi procurés par un métier font déjà partie intégrante du salaire.
	Dans tous les systèmes complexes tels que les écosystèmes ou les systèmes économiques, tous les éléments sont indispensables pour en assurer le bon fonctionnement et les soit disant « premiers de cordée » feraient bien de comprendre que de simples grains de sable peuvent enrayer une machinerie qu’ils  pensaient être parfaitement huilée. Dans les systèmes biologiques, les énergies vitales se répartissent en fonction des nécessités de fonctionnement alors que dans nos sociétés dites « évoluées », les patrons du CAC 40 sont gavés comme des oies par des salaires outranciers par rapport à ceux des petites mains qui actionnent le système économique. Dans une société éclairée, Il ne devrait pas y avoir de monde d’en bas et de monde d’en haut car tous les êtres vivant issus du même big bang contribuent, chacun à leur manière, à l’évolution de la planète. 
	La seule hiérarchie acceptable est celle des compétences";"";ja-PROP-2020-04-2782;"";0;0;"";0;0;73;2020-04-06 09:49:57 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2782;"";"";false;;
1615;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Plus d'étique et de pratique;"- Obliger les créateurs ou repreneurs à se former en gestion des ressources humaines (au sens noble du terme). Leur apprendre à valoriser leurs salariés, à appliquer l'équité et l'égalité, à supprimer définitivement le sexisme 
- Baisser les charges et obligations qui étranglent les PME
- ARRETER LA COURSE A L'ADMINISTRATIF. Toujours plus de papiers, d'attestations, de déclarations, dont même les administrations n'arrivent plus à gérer le flot. Cela étouffe tout le monde (entreprises et particuliers) dans chacune de nos activités quotidiennes (passer le permis de conduire, acheter à une voiture, changer de banque, louer une maison,...). Cela rend nos activités, nos journées, nos projets, interminables et couteux en temps et en argent... inutiles, chronophages, démotivants... STOP !
- Obliger les entreprises à faire un audit auprès de tous leurs salariés tous les 2 ans... et à remettre les réponses au ministère du travail chargé de contrôler et encourager les améliorations des conditions de vie au travail.
- Favoriser le télétravail et empêcher les employeurs de refuser le recours au télétravail quand cela est possible.
- Revoir les pyramides hiérarchiques et les ""pouvoirs"" des cadres et dirigeants. Imposer une étique dans les relations au travail.
- Cesser d'enseigner des modèles figés et anti-humanistes de gestion RH dans les écoles.";"";ja-PROP-2020-04-1615;"";0;3;zhusson, AudreyP, catherine;0;0;74;2020-04-05 12:21:19 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1615;"";"";false;;
138;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;"Changement de paradigme en santé au travail pour appréhender ""l'activité physique et mentale réelle"" et la recherche naturelle d'efficience";"La crise ""mondiale"" que nous vivons en ce moment met en avant de nombreux paradoxes dans les décisions prises au niveau national. Toutes les incohérences et les aspects négatifs que chacun peut noter ou vivre (les problèmes de masques, de confinement, de consignes, etc.) renvoient en y regardant de près à une seule chose, ""l'incapacité à tenir compte des réalités de terrain des personnes qui travaillent"". Ceci s'explique par certains paradigmes ou ""façon de voir"" de ceux qui nous gouvernent, mais présents largement dans la société.
Ainsi les débats sur la maladie amenée par le covid-19 cachent la réalité de l'impact des mesures sur nos activités, et plus précisément sur notre activité physique et mentale qui est en fait le coeur des problèmes de santé physique et mentale dans les entreprises et ailleurs. Les discussions et débats que nous pouvons lire ici et là illustrent pourtant systématiquement et clairement cela à celui qui lit entre les lignes. Tout le monde parle de l'impact des ""choses"" sur son activité et des conséquences in fine sur sa santé.

En santé au travail, le paradigme dominant est la notion de risque construite sur les seuls accidents et maladies professionnels. La santé physique et mentale est, contrairement à ce qu'on croit, rarement ou jamais prise en compte, car il manque cruellement aux dirigeants et aux directions (en fait à tout le monde), la capacité à appréhender l'activité physique et mentale réelle des personnes qui travaillent à quelque niveau que ce soit.

Ma proposition à la sortie de cette crise sans précédent, est de créer les conditions de ce changement de paradigme que beaucoup perçoivent (elles existent déjà nous y travaillons depuis plusieurs années dans les GRETA), en prenant appui et en mettant l'accent sur les outils, modèle et méthode qui expliquent l'activité physique et mentale, comprise à partir de l'efficience recherchée par chacun, plutôt que par le côté négatif de la notion de risque. Ce changement de paradigme m'apparaît vital si on veut enfin créer un modèle de société, où ""l'être humain"" sera vraiment pris en compte, facilitant l'entraide naturelle que nous saluons tous, mais qui fait paradoxalement parfois défaut.
Ergoguille (PLUNIAN)";"";ja-PROP-2020-04-138;"";0;5;participer, Renovie, amandineWG, SUIRE, catherine;1;1;73;2020-04-04 09:22:06 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/138;"";"";false;;
2265;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Service public coopératif + incription des communs + revenu universel;"L'idée générale est la suivante : tous participer au service public, en le redéfinissant et l'élargissant à la notion de communs, en bénéficiant de ce fait d'un revenu universel.

Redéfinir le service public est une question qui me dépasse, mais j'imagine que nous pourrions y inscrire l'agriculture, dans l'effort de la transformer de son statut ""intensive"" vers ""local et perma"". De ce fait, il faudrait beaucoup de temps de travail manuel, et participer tous ensemble aux missions de service public permettrait de réaliser cette métamorphose.

L'idée pourrait être que chacun consacre, imaginons, deux jours par semaine au service public, contre le versement d'un revenu universel à quantifier.
Le reste du temps, chacun serait libre de mettre à profit le reste de la semaine aux activités de son choix : en gros, soit continuer à travailler dans le privé ou toute autre activité marchande, soit autrement (bénévolat, créativité, ...). Chacun donc libre de vivre convenablement de ce revenu universel ou de l'agrémenter d'un complément de revenu.
L'idée d'un plafonnement des revenus, comme lu dans d'autres propositions, est aussi intéressante et dans l'esprit de celle-là.

Bien sûr, l'encadrement  des services publics nécessiterait que certains y consacre plus de deux jours par semaine dans certains cas.
Mais la grande majorité du travail dans ces services publics pourrait être partagé par tous :
- travail de la terre donc, qui représenterait la plus grande majorité,
- tous les postes de terrain : police, poste, guichets, gardes forestiers, ...
- une bonne partie des postes de bureau,
...

En plus de rendre possible l'établissement d'un revenu universel, ce dispositif aurait de belles vertus :
- nous rassembler, nous rapprocher, et créer des liens,
- conscientiser notre responsabilité de collectivité,
- nous rapprocher de la terre, puisque nous serions pour la plupart aux champs,
... et d'autres aspects auxquels je ne pense pas là, mais d'autres pourraient rallonger la liste !

Qu'en pensez-vous ?";"";ja-PROP-2020-04-2265;"";0;5;liberator, Sarah, Facchin, Serge, ARNAUD, Jimmy ;1;0;75;2020-04-05 18:02:46 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/2265;"";"";false;;
1523;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Apprenons à faire des pauses;Notre Monde est absolument incapable de faire une pause. Les confinements imposés ici et là à travers le monde en ce moment, et les conséquences catastrophiques sur l’économie, montrent en effet que nos systèmes reposent sur l’implication étroite et permanente de tout à chacun. Le Monde ne peut s’arrêter de tourner, c’est une évidence physique, mais le monde économique ne le pourrait-il pas ? Pourquoi ne pourrions-nous pas imaginer une pause salutaire de quelques jours, quelques semaines voire quelques mois, à périodes régulières pour nous offrir, à nous, aux autres espèces animales, à la nature des temps de respiration salvateurs ? Cela fait à peine quelques semaines que l’industrie et l’économie planétaires sont à l’arrêt pour la première fois depuis plus d’un siècle, et chacun note ici et là les bénéfices de cet arrêt sur images. L’air s’est déjà purifié, les rivières éclaircies, les animaux revigorés. Alors pourquoi ne pas vouloir reproduire ces effets bénéfiques régulièrement en nous les imposant, en les planifiant, en les contrôlant, en apprenant à se débarrasser de leurs effets néfastes sur notre économie ? De telles pauses vont devenir de plus en plus cruciales en vue de la croissance importante de la population. Et bien entendu, il s’agira ici d’être capable d’offrir à la planète des pauses totales, et pas seulement celles que l’on croit s’octroyer, à nous les Humains, à l’occasion de nos quelques semaines de congés payés annuels. On devrait pouvoir au minimum y réfléchir.;"";ja-PROP-2020-04-1523;"";0;1;Lecot;0;1;73;2020-04-05 11:43:05 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/1523;"";"";false;;
778;;"";;"";1;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres?participatory_process_slug=lejourdapres;2;Encourager le recours au télétravail.;"Engageons une vraie réflexion sur les vertus du télétravail.

Il est en effet absurde que des millions de gens se déplacent tous les jours aux mêmes heures et vers les mêmes centres urbains pour faire un travail qu'ils feraient aussi bien depuis chez eux.

Le seul résultat de ce culte du présentéisme, c’est une pollution accrue, une saturation des centres villes, une propagation accélérée des virus…

Permettons aux salariés, lorsque cela est possible, de prendre au moins deux jours de TT / semaine.";"";ja-PROP-2020-04-778;"";0;17;titou, PAJEOT, Séverine A, Tardy, Srimitsu, Marion, Tartif, Toover, Higikaelle, Matt, Annick BRICQUE-GRANJON, ROBIN, renac, ROCHUT, Élodie , Hugo_K, Théo Hennequin;5;0;74;2020-04-04 19:02:15 +0200;http://lejourdapres.parlement-ouvert.fr/processes/lejourdapres/f/2/proposals/778;"";"";false;;
